gene_id	gene_name	chr	start	end	strand	gene_biotype	logFC	logCPM	F	PValue	FDR	Change	JTEN007_Gpdh.het_Ldh.het_1	JTEN008_Gpdh.het_Ldh.het_2	JTEN009_Gpdh.het_Ldh.het_3	JTEN010_Gpdh.mut_Ldh.mut_1	JTEN011_Gpdh.mut_Ldh.mut_2	JTEN012_Gpdh.mut_Ldh.mut_3
FBgn0033294	Mal-A4	2R	8458815	8460884	+	protein_coding	2.17299714734316	6.50811718341257	164.773488288355	7.16247040543926e-06	0.000128253734283351	upregulated	41.5327174154616	24.9795238479369	33.811505002945	145.849029389527	143.112671881313	151.64487123946
FBgn0053143	CG33143	2R	22614328	22634084	+	protein_coding	2.17220433347015	3.259411898878	567.424396654563	1.3728361890849e-07	1.17602639301769e-05	upregulated	3.8624518384182	3.15880834017172	3.37646097116788	14.5226075713544	15.9866017076098	15.2052817823866
FBgn0039086	CG16732	3R	23534900	23536710	-	protein_coding	2.17004196030844	1.54598922511561	126.273427519979	1.65048084988533e-05	0.000217652080548918	upregulated	1.36321829591231	0.914391887944445	0.79721995152575	4.71108717462166	4.67713527177073	4.15363795031048
FBgn0000277	CecA2	3R	30212156	30212568	+	protein_coding	2.15338386782536	-0.989116457338762	22.8431415988927	0.00244210410511871	0.00781064837443584	upregulated	0.0454406098637435	0.207816338169192	0.187581165064882	0.856561304476666	0.575057615381647	0.556290796916582
FBgn0031249	CG11911	2L	320279	321248	-	protein_coding	2.15227380824115	8.53790557191583	583.150219798916	1.25682593466812e-07	1.14654657237252e-05	upregulated	135.276695564365	153.825653512836	124.975951224478	582.617425463129	592.616041237967	621.784766740228
FBgn0004554	Edg91	3R	17610856	17611511	-	protein_coding	2.15148561935755	2.73646949653184	80.6444690213227	6.58411428132499e-05	0.000555139336412819	upregulated	1.49954012550354	3.28349814307323	2.43855514584347	10.7848855154562	10.3126999025109	10.4582669820317
FBgn0010041	GstD5	3R	12375733	12376572	+	protein_coding	2.14263540674621	3.39059052479854	114.614813037542	2.23153280772385e-05	0.000267818895786216	upregulated	3.08996147073456	5.23697172186364	3.188879806103	16.1967955755588	16.7150080204265	17.0595844387752
FBgn0038353	CG5399	3R	15695241	15697142	+	protein_coding	2.14260133250865	8.15953944798849	1060.52485032136	1.81244504720848e-08	4.21905686206704e-06	upregulated	104.786046345793	114.382112528323	101.153143261238	447.047131727322	460.851172966852	472.624661060328
FBgn0037007	CG5059	3L	20514598	20519393	-	protein_coding	2.14202603674888	6.21196699377508	998.30024035691	2.20518732970615e-08	4.54915400007144e-06	upregulated	26.7190785998812	29.4267934847576	26.777211313012	119.723909602989	123.599050132695	113.891269155388
FBgn0052865	lncRNA:alphagamma-element	3R	12475336	12478267	-	ncRNA	2.12211200965749	-1.26579218213657	36.7819494463181	0.000665928580546704	0.002912893480594	upregulated	0.0908812197274871	0.124689802901515	0.140685873798662	0.62295367598303	0.536720441022871	0.407946584405494
FBgn0034279	CG18635	2R	17767808	17769989	-	protein_coding	2.11672282471018	2.82550665869488	639.330557401527	9.33671154717365e-08	9.89876309377579e-06	upregulated	2.72643659182461	2.41066952276263	2.76682218470701	10.7070163059583	11.3861407845566	11.3483322570983
FBgn0031000	Muc18B	X	19215515	19216660	+	protein_coding	2.1004133693056	7.37142467680429	260.7056175896	1.67009694266619e-06	4.88617433389879e-05	upregulated	58.7092679439567	75.6451470935859	55.3833389854065	266.312696482745	273.995785142175	254.261980244006
FBgn0010357	betaTry	2R	11346325	11347395	+	protein_coding	2.09785966788727	9.31011406540174	500.466520606531	2.05873582909624e-07	1.45993001708361e-05	upregulated	218.932858323516	270.618435563922	239.72872895292	985.707388428898	985.188706671838	1077.49818757429
FBgn0031971	Sirup	2L	7998869	7999676	+	protein_coding	2.09476769092467	5.25375295945079	898.196368016379	3.10620642091429e-08	5.54354305919171e-06	upregulated	15.0862824747629	14.4224538689419	14.2561685449311	59.5310106611283	56.5089950048365	66.4211211518399
FBgn0260026	CG42494	3L	3184404	3186549	+	protein_coding	2.09427534497746	5.76176514503822	476.073713490373	2.41859268106282e-07	1.55780544439461e-05	upregulated	20.7663587077308	22.9429237338788	18.5705353414234	81.9573429965174	92.7759619482391	84.964147715726
FBgn0030773	CG9676	X	16699152	16700170	-	protein_coding	2.08399116903933	-0.723866497514924	19.2123769791589	0.00381269568013812	0.0111560799199283	upregulated	0.0454406098637435	0.24937960580303	0.281371747597324	1.05123432822136	0.766743487175529	0.630462903172126
FBgn0264776	CG44014	3R	15507940	15508886	-	protein_coding	2.08125959388756	5.9110392788665	292.959822543751	1.15044872772591e-06	3.92324999251242e-05	upregulated	21.3570866359595	27.514883173601	20.6808234484033	95.6233892633951	91.7408582405521	100.280687657496
FBgn0031910	CG15818	2L	7410909	7412229	+	protein_coding	2.07172376118574	6.94407266007016	2030.15685494605	2.19801182005716e-09	2.30882329306842e-06	upregulated	49.1667398725705	47.6315047083788	46.7077101011557	195.763192677667	191.839220491317	200.969321899397
FBgn0039941	CG17167	X	23068301	23081144	+	protein_coding	2.06556805724991	4.65763385793095	805.782169166519	4.41578761279329e-08	6.55339791911165e-06	upregulated	10.451340268661	8.7698494707399	10.1762782047699	40.453054334148	40.2923702510741	39.1999581560552
FBgn0259998	CG17571	2L	20255988	20257192	-	protein_coding	2.06554177050099	4.37750276645775	195.559100682586	4.16803537841342e-06	8.76843277643437e-05	upregulated	6.31624477106035	9.39329848524748	8.39425713665348	33.0165448271006	30.6314023126624	35.0463202057447
FBgn0052072	Elo68alpha	3L	11101875	11103030	-	protein_coding	2.05752565561056	-0.73995092036521	29.9283387894015	0.00118291964514276	0.00446954959780828	upregulated	0.318084269046205	0.0831265352676768	0.187581165064882	0.856561304476666	0.843417835893082	0.704635009427671
FBgn0039299	CG11854	3R	25242020	25243262	+	protein_coding	2.05673080328436	1.84169103488332	27.4538538880423	0.00149660086483904	0.0053418673535655	upregulated	1.27233707618482	2.20285318459344	0.515848203928426	5.56764847909833	4.83048396920583	6.1191987660824
FBgn0264541	CG43920	2R	17598845	17599253	-	protein_coding	2.05250617174916	-0.842970097164972	55.3984637642072	0.000203430162350168	0.00124341080550357	upregulated	0.181762439454974	0.207816338169192	0.140685873798662	0.778692094978787	0.613394789740423	0.815893168810987
FBgn0041194	Prat2	3L	6911999	6914876	-	protein_coding	2.05126218629167	5.46442054797161	577.531057586848	1.2967529175666e-07	1.15114933498676e-05	upregulated	15.767891622719	16.7499968564369	19.4146505842153	71.7954111570442	68.0101473124695	70.1668125177449
FBgn0034582	Cht9	2R	21067992	21069286	-	protein_coding	2.04277683060748	7.45498490178934	550.308150436335	1.51553843299491e-07	1.2536476495098e-05	upregulated	70.0239798000288	61.1395666893763	76.8613823853355	274.099617432533	270.047056183221	291.681807849928
FBgn0035621	CG10591	3L	5598557	5599692	-	protein_coding	2.04206722794648	-0.0980527853568895	25.3153986173898	0.00186108378956379	0.0063385767234889	upregulated	0.181762439454974	0.581885746873738	0.187581165064882	1.55738418995757	1.22678957948085	1.18675370008871
FBgn0042101	CG18744	3R	7797078	7798771	-	protein_coding	2.04081585647913	2.00049718070137	134.342640136533	1.36005874495862e-05	0.000189876258683401	upregulated	1.09057463672985	1.70409397298737	1.78202106811638	6.15166755033242	6.32563376919812	5.97085455357132
FBgn0033216	CG1946	2R	7714923	7716781	+	protein_coding	2.03956289161673	1.00140302411206	141.908177368026	1.1456165471167e-05	0.000170518564470963	upregulated	0.681609147956153	0.748138817409091	0.79721995152575	2.49181470393212	3.22032264613722	3.26357267524395
FBgn0052750	CG32750	X	6194737	6196439	-	protein_coding	2.03822402834332	3.53337704635364	377.799631161691	5.08991727674958e-07	2.28550956820437e-05	upregulated	4.27141732719189	5.15384518659596	4.12678563142741	18.6886102794909	17.1367169383731	18.6542847232694
FBgn0010042	GstD6	3R	12377128	12377907	+	protein_coding	2.03779307664161	4.62410783083444	369.115829566849	5.48470165130636e-07	2.41688005276496e-05	upregulated	10.7694245377072	8.14640045623233	10.2700687873023	36.4038554402583	40.5223932972267	39.8304210592273
FBgn0035176	CG13905	3L	902898	903810	+	protein_coding	2.0285431397902	6.32968885675622	199.814996726279	3.89307657709279e-06	8.38773923289931e-05	upregulated	33.307967030124	37.3653776028207	25.1827714099605	126.148119386564	124.059096225001	131.803832816102
FBgn0031579	CG15422	2L	4004984	4005670	+	protein_coding	2.0257459412937	5.08149814180634	412.94810554899	3.82382713803859e-07	2.00342997832508e-05	upregulated	14.0411484478968	11.7208414727424	14.6313308750608	53.5350815297916	48.8032229587224	58.0025870918356
FBgn0024491	Bin1	3R	16186156	16189564	-	protein_coding	2.02121583401143	6.49876034302517	1711.34218069045	3.83085141095162e-09	2.30882329306842e-06	upregulated	35.44367569372	35.9522265032702	36.9534895177818	142.07237272888	147.176412363343	139.814420291701
FBgn0034291	CG5770	2R	18044046	18045073	-	protein_coding	2.02094790505439	3.81891674085306	731.038118487722	6.05184997121108e-08	7.44864476916416e-06	upregulated	5.6346356231042	5.94354727163889	5.15848203928426	21.8812478689039	22.6572700460369	21.8436852922578
FBgn0032713	CG17323	2L	18823548	18826716	+	protein_coding	2.01188290349221	6.0720442716726	245.529459661325	2.02217093199916e-06	5.39521733497982e-05	upregulated	24.7196917658765	23.400119677851	32.9204944688869	103.52711402743	106.423996019963	108.6992217175
FBgn0039319	CG13659	3R	25300891	25302317	+	protein_coding	2.01130458322984	5.06981944392214	1012.34329758163	2.10750786424447e-08	4.51343884206597e-06	upregulated	14.177470277488	13.5911885162652	12.5679380593471	50.9264630116127	52.2535686510123	55.5549075854027
FBgn0034605	CG15661	2R	21215435	21217779	-	protein_coding	2.00964598222016	5.65467444510519	145.819478670623	1.05195837155423e-05	0.000162779916800617	upregulated	17.2219911383588	25.8107892006137	17.4919436423003	79.3487244783384	80.0480200611253	78.9562071090269
FBgn0031432	Cyp309a1	2L	2562483	2564830	-	protein_coding	2.00874995087472	6.41899461178989	1607.25053941699	4.69770743280718e-09	2.64752901002628e-06	upregulated	35.5799975233112	32.419348754394	35.2652590321979	132.805936798632	134.218447430076	138.293892113462
FBgn0266633	asRNA:CR45140	2R	12867609	12869783	+	ncRNA	2.00572821499589	0.60314804219541	58.1462070407792	0.000176235784089453	0.00111757743554128	upregulated	0.681609147956153	0.498759211606061	0.515848203928426	2.02459944694485	2.87528807690824	1.78013055013306
FBgn0038784	CG4362	3R	20306216	20307537	-	protein_coding	2.00302911816435	8.68240974533227	743.742335860291	5.72360726124749e-08	7.38414295824556e-06	upregulated	183.670945069251	155.405057682922	159.115723266286	653.478406106198	622.710723109606	671.146303453292
FBgn0035607	CG4835	3L	5479790	5483663	+	protein_coding	1.99974284387199	3.36297096201539	374.708124029755	5.22607299810228e-07	2.32202446737258e-05	upregulated	3.63524878909948	4.53039617208839	4.12678563142741	16.1189263660609	16.7916823691441	15.1681957292588
FBgn0011834	Ser6	X	20962605	20963505	-	protein_coding	1.99556714888194	3.96194061729138	405.490582634294	4.05469043267579e-07	2.02136212043103e-05	upregulated	7.17961635847148	6.02667380690657	5.58053966068025	24.411997177585	23.155653312701	25.552290605035
FBgn0038873	CG5892	3R	21242618	21245418	+	protein_coding	1.98847384727874	3.59015147957677	426.683444748516	3.44168919176214e-07	1.91945874298901e-05	upregulated	5.31655135405799	5.02915538369445	4.17368092269363	18.3771334414994	19.0152384819531	18.9138870951638
FBgn0035542	DOR	3L	4406943	4420648	+	protein_coding	1.98691285558883	5.56695939817003	1918.651452092	2.64133666473314e-09	2.30882329306842e-06	upregulated	19.7212246808647	18.9944133086642	19.0863835453518	74.7155065132147	75.4092219637133	73.3932991398611
FBgn0038135	CG8773	3R	13294748	13298288	+	protein_coding	1.98571063817728	6.90196014153358	1704.49597616101	3.88110004438099e-09	2.30882329306842e-06	upregulated	49.5757053613442	49.6265415548031	46.989081848753	189.76726354633	186.778713475959	188.360063835955
FBgn0011555	thetaTry	2R	11341714	11342760	-	protein_coding	1.98446909820911	5.81731373806664	1107.27760337301	1.57569935085597e-08	3.83467923840129e-06	upregulated	21.6297302951419	22.8597971986111	24.3855514584347	88.1479451515987	86.8720370969875	90.9350022692973
FBgn0015037	Cyp4p1	2R	9240041	9242139	+	protein_coding	1.98223220231444	6.51684504006568	271.796479217201	1.46207340573849e-06	4.52482139556292e-05	upregulated	41.8508016845078	30.1333690345328	40.2830551976835	144.836729666054	146.33299452745	140.964087938662
FBgn0035931	CG13312	3L	8805811	8807213	-	protein_coding	1.98118649396764	3.37569739340178	276.836902133321	1.37870881535487e-06	4.34632316378649e-05	upregulated	4.77126403569307	3.44975121360859	4.36126208775851	15.6517111090736	15.4498812665869	17.2821007575418
FBgn0039736	CG7912	3R	30006034	30009189	-	protein_coding	1.97071420812952	3.26750251194566	398.414989691227	4.29085427935729e-07	2.05081426044333e-05	upregulated	4.18053610746441	3.32506141070707	4.22057621395985	15.1844958520864	14.5681262563351	15.0198515167477
FBgn0262608	CG43134	X	4247313	4247785	+	protein_coding	1.9694966260032	3.48192949715355	94.4542438639698	4.05841801606358e-05	0.000402384630703785	upregulated	5.68007623296794	4.90446558079293	3.00129864103812	16.8586838562907	17.3667399845257	17.8383915544584
FBgn0038098	CG7381	3R	12967775	12977471	-	protein_coding	1.96811180062996	5.40699297754552	423.713134563035	3.51994478320105e-07	1.94767092094247e-05	upregulated	17.903600286315	19.2022296468333	15.100283787723	66.3056318874438	64.3681157483857	68.8317146051451
FBgn0032835	CG16772	2L	19962679	19963844	+	protein_coding	1.96088905261646	-1.24435975857258	12.0856429136691	0.0115405243456784	0.0266902666724675	upregulated	0.0454406098637435	0.290942873436869	0.0468952912662206	0.545084466485151	0.460046092305318	0.556290796916582
FBgn0036939	CG7365	3L	20124298	20127381	-	protein_coding	1.96031077997123	2.87789842651445	21.1834704946773	0.00297108435253222	0.00914206070313651	upregulated	1.90850561427723	5.40322479239899	1.50064932051906	10.940623934452	11.999535574297	11.0887298852039
FBgn0040363	CG11384	X	1173877	1176035	-	protein_coding	1.95700784571362	3.02239938085302	583.008538961524	1.25781275868182e-07	1.14654657237252e-05	upregulated	3.08996147073456	3.49131448124243	3.32956567990166	12.8873541718989	12.344570143526	12.3867417446759
FBgn0053178	CG33178	X	15082827	15084017	+	protein_coding	1.95598419726804	4.11673969346565	70.7505697397399	9.79212426634342e-05	0.000731710164996548	upregulated	5.40743257378548	10.0167474997551	5.86191140827757	25.5800353200532	26.3759759588382	29.1125517053011
FBgn0000279	CecC	3R	30216484	30216938	+	protein_coding	1.94472761878063	0.271571781163357	10.2112843228701	0.0166774876300367	0.0356238854064299	upregulated	0.181762439454974	1.03908169084596	0.0937905825324412	1.82992642320015	1.61016132306861	1.74304449700529
FBgn0263235	Phae2	2L	12111110	12112256	+	protein_coding	1.94459348918353	5.14627843949795	429.394499924199	3.37223672127417e-07	1.91057729160867e-05	upregulated	13.4049799098043	16.6668703211692	14.0216920886	54.3137736247704	54.2471017176687	57.297952082408
FBgn0032087	CG9568	2L	9010583	9011358	+	protein_coding	1.92508960985235	6.36106659614998	1393.41728235093	7.47063730899947e-09	2.69863053335881e-06	upregulated	33.671491909034	35.495030559298	34.655620245737	122.877612587653	130.116369773687	131.803832816102
FBgn0036879	Cpr76Bb	3L	19519649	19520419	+	protein_coding	1.91945427813868	1.04260208480708	62.8448029927679	0.000139797513975583	0.000951773106600327	upregulated	0.590727928228666	0.706575549775253	1.17238228165551	2.72542233242576	3.37367134357233	3.00397030334954
FBgn0039099	GILT2	3R	23678895	23679855	+	protein_coding	1.91920812236699	1.83442674226951	196.320095676237	4.11704888421271e-06	8.67822036459639e-05	upregulated	1.31777768604856	1.6209674377197	1.40685873798662	5.80125610759197	4.79214679484706	5.52582191603805
FBgn0029831	CG5966	X	5988791	5992640	+	protein_coding	1.9163113031175	2.6261219427225	201.877676108807	3.7683250017848e-06	8.15176244830537e-05	upregulated	3.1354020805983	2.20285318459344	2.34476456331103	9.77258579198378	9.04757314867125	9.4569435475819
FBgn0030993	Mec2	X	19188035	19190193	+	protein_coding	1.91148796983	4.46019485216668	348.419331124487	6.60098033461031e-07	2.68757784878354e-05	upregulated	8.40651282479256	10.557069978995	8.86321004931569	32.7050679891091	33.1233186459829	36.5297623308556
FBgn0002578	Kaz-m1	3R	26014721	26016487	+	protein_coding	1.89853676951106	6.9965545339185	722.068048780386	6.29855380046273e-08	7.63176884581607e-06	upregulated	54.755934885811	58.5626440960783	50.4124381111871	192.453751274007	197.666470993851	205.75342275288
FBgn0032082	CG18088	2L	8967535	8970627	+	protein_coding	1.89792717944017	-0.0832149562044954	17.4483598555244	0.00485066590915043	0.0134179619104063	upregulated	0.227203049318718	0.290942873436869	0.562743495194647	1.94673023744697	0.881755010251859	1.11258159383316
FBgn0052636	lncRNA:CR32636	X	13332374	13333857	+	ncRNA	1.89628567268657	-0.0354586280963972	37.8980172677347	0.000611874502418891	0.00273016555913837	upregulated	0.545287318364923	0.374069408704546	0.187581165064882	1.51844958520864	1.26512675383962	1.29801185947202
FBgn0034783	CG9825	2R	22837361	22839291	+	protein_coding	1.89054803310736	3.99035069519619	81.5457493047652	6.36486892372195e-05	0.000543067860041551	upregulated	5.49831379351297	9.26860868234597	5.43985378688159	24.6456048060786	24.3824428921818	24.4767950643296
FBgn0033580	CG13231	2R	11146289	11147128	+	protein_coding	1.88606847163202	0.611160435567102	41.9331420316813	0.000458341452267766	0.00221376647310926	upregulated	0.727049757819897	0.665012282141415	0.422057621395985	2.68648772767682	2.33856763588536	1.5947002844942
FBgn0259237	CG42335	3R	21758764	21769301	+	protein_coding	1.88396333113572	4.60503640505013	720.494537470371	6.34317731861814e-08	7.63176884581607e-06	upregulated	11.3601524659359	10.0583107673889	9.89490645717254	38.3116510729563	38.3371743587765	36.0847296933223
FBgn0040602	CG14545	3R	25850410	25851291	-	protein_coding	1.88194326740878	0.767553264337776	56.4467013705592	0.000192448924296752	0.0011904928257479	upregulated	0.590727928228666	0.706575549775253	0.750324660259529	2.21927247068954	1.9551958922976	3.22648662211618
FBgn0032400	CG6770	2L	12045343	12046118	-	protein_coding	1.88163664814585	9.09317451493075	910.299048161195	2.97433107822895e-08	5.39815884502976e-06	upregulated	235.291477874464	243.31136872849	229.036602544221	857.53466959539	886.125448128759	799.909079912917
FBgn0035928	CG13310	3L	8798730	8800532	-	protein_coding	1.8766574178188	-1.17385347330144	19.0288635502593	0.0039062026494225	0.0113692900163132	upregulated	0.227203049318718	0.0415632676338384	0.187581165064882	0.545084466485151	0.575057615381647	0.51920474378881
FBgn0037386	CG1208	3R	5831639	5838782	+	protein_coding	1.87223930288731	5.02862941069383	249.730494626356	1.91570649729903e-06	5.24250631331223e-05	upregulated	17.0856693087676	12.34429048725	12.9431003894769	50.069901707136	49.7616523176919	51.3641835819644
FBgn0085205	CG34176	2L	4004080	4004480	+	protein_coding	1.86869983888098	4.60384826772616	648.157031134892	8.93186104025058e-08	9.66084525444476e-06	upregulated	10.5876620982522	10.7648863171641	10.1762782047699	34.4571252028113	37.2253963023719	40.7575723874216
FBgn0038194	Cyp6d5	3R	14029228	14031483	+	protein_coding	1.86438229113076	7.24435305836416	983.277258240424	2.31633739143214e-08	4.59321125693617e-06	upregulated	67.4338650377954	61.0564401541086	69.7801934041362	233.412955469892	229.9847089783	240.651398746113
FBgn0034296	CG10912	2R	18056064	18057065	-	protein_coding	1.85839555956664	6.80548918557131	290.963297336007	1.17589279218496e-06	3.97158294927889e-05	upregulated	44.9862037651061	56.9832399259925	44.5036314116433	172.791775875793	173.015667881158	172.895179681674
FBgn0033777	CG17574	2R	12849358	12869423	-	protein_coding	1.8564698201842	6.41883560258379	887.141793247253	3.23341477739328e-08	5.67596810431594e-06	upregulated	34.898388375355	38.6954021671036	38.5948247120995	127.510830552776	132.876646327519	136.142901032052
FBgn0032850	Kua	2L	20097581	20103375	+	protein_coding	1.85435927382696	2.52864148943656	238.966597978714	2.20449926291188e-06	5.67446589116838e-05	upregulated	2.22658988332343	2.32754298749495	2.86061276723946	8.76028606851136	8.08914378970183	9.30859933507081
FBgn0034335	GstE1	2R	18398393	18399223	+	protein_coding	1.85352332381625	9.17368713326267	434.791513695385	3.23933493864496e-07	1.8450424746282e-05	upregulated	245.879139972716	227.766706633434	286.577124927874	870.344154557791	924.270936615742	884.316936831727
FBgn0010241	Mdr50	2R	14246966	14252597	+	protein_coding	1.84643358024465	4.95209665420921	519.891099012984	1.82078423856513e-07	1.35395539073302e-05	upregulated	13.813945398578	14.3808906013081	12.4741474768147	46.1764412322421	44.9695055228448	51.6979580601144
FBgn0028534	CG7916	2L	13846752	13847799	+	protein_coding	1.84628834342184	7.0058543623259	140.429046411826	1.18386794918731e-05	0.00017341803009436	upregulated	64.4347847867884	42.6023493246844	62.8396902967356	190.740628665054	191.072477004142	213.356063644073
FBgn0052248	CG32248	3L	4471749	4472438	+	protein_coding	1.84609215732546	3.72876613739262	53.7317673119383	0.000222638262252253	0.00132518649927578	upregulated	5.49831379351297	8.02171065333081	3.70472801003143	18.4939372557462	21.0471087229683	21.2873944953412
FBgn0054026	CG34026	X	9533818	9534625	+	protein_coding	1.84595955988353	4.35835729218153	614.399981100352	1.06176598875399e-07	1.01861230540956e-05	upregulated	9.54252807138615	8.10483718859849	9.28526767071168	31.3034222181473	32.6632725536776	30.4105635647732
FBgn0034247	CG6484	2R	17582007	17584012	-	protein_coding	1.84401564512617	4.2025543618048	680.135871573302	7.64369665811555e-08	8.70730891650013e-06	upregulated	7.58858184724517	7.8970208504293	8.67562888425081	27.5267655575001	27.5260911896015	29.5946703959622
FBgn0032281	CG17107	2L	10681902	10682528	+	protein_coding	1.84333294834134	5.32419858086783	624.874069833772	1.00531527616771e-07	9.96751479370727e-06	upregulated	17.9944815060424	18.2047112236212	16.6009331082421	61.3220024795795	57.0457154458594	66.6065514174788
FBgn0036948	CG7298	3L	20202070	20203687	-	protein_coding	1.84172305300524	9.59018472334926	691.885032350731	7.23172997204276e-08	8.33898680424336e-06	upregulated	343.39468874031	364.052661204791	313.072964493289	1152.81471201135	1194.50967867076	1222.61591346326
FBgn0031700	CG14022	2L	5327975	5328879	-	protein_coding	1.84048541461601	-0.988732589037123	45.9362934575653	0.000352229483019637	0.00184524134255101	upregulated	0.136321829591231	0.207816338169192	0.187581165064882	0.700822885480909	0.575057615381647	0.630462903172126
FBgn0085424	nub	2L	12587625	12628135	+	protein_coding	1.83960026943165	3.15855795108934	463.416455748015	2.63799828008776e-07	1.62898383628861e-05	upregulated	3.77157061869071	4.15632676338384	3.70472801003143	13.7439154763756	12.7279418871138	14.2410444010645
FBgn0260955	CG42587	2L	14744845	14745210	-	protein_coding	1.83845143140008	1.34898309679441	60.3655172633134	0.000157647748822522	0.00103739805530752	upregulated	1.31777768604856	0.914391887944445	0.984801116590632	3.03689917041727	3.37367134357233	4.82118690661038
FBgn0263662	lncRNA:CR43653	3R	21592350	21594852	+	ncRNA	1.83713040924133	-0.896108023073991	35.1793997697361	0.00075500464622901	0.00320643405930113	upregulated	0.136321829591231	0.24937960580303	0.187581165064882	0.545084466485151	0.728406312816753	0.778807115683215
FBgn0035264	Oseg4	3L	1730993	1735767	-	protein_coding	1.83442291343563	3.40919597781845	407.29337440311	3.99724745035289e-07	2.02136212043103e-05	upregulated	4.13509549760066	4.86290231315909	4.92400558295316	15.8463841328183	15.6415671383808	17.0224983856474
FBgn0031412	CG16995	2L	2307948	2308872	+	protein_coding	1.82726733440219	3.22916838386721	93.913491869532	4.13070868132166e-05	0.000408040853870778	upregulated	4.63494220610184	2.86786546673485	4.87711029168694	12.7705503576521	14.4531147332587	15.464884154281
FBgn0030999	Mur18B	X	19213254	19214938	+	protein_coding	1.81781644376451	9.72564042458568	832.074144234216	3.97960593713438e-08	6.17588701084565e-06	upregulated	360.480358049078	405.034043091755	369.956952799214	1280.16980414513	1311.5530719881	1315.14561601706
FBgn0015039	Cyp9b2	2R	7130277	7132139	-	protein_coding	1.81448094760557	7.84945101299777	260.848698652548	1.66717491204109e-06	4.88617433389879e-05	upregulated	109.239226112439	84.8306292406642	116.065845883896	353.448341910872	352.126946485362	357.583724257979
FBgn0004228	mex1	3L	15517424	15519592	-	protein_coding	1.81399828362738	6.01947265382146	650.026810781802	8.84905775534484e-08	9.66084525444476e-06	upregulated	32.0810705638029	27.265503567798	27.7151171383364	100.529149461761	95.5745756764297	102.431678738907
FBgn0040723	CG5011	2L	1200671	1201220	+	protein_coding	1.81077642080329	3.1294075715947	227.332011342433	2.58414507143113e-06	6.34656546442306e-05	upregulated	3.40804573978077	4.40570636918687	3.75162330129765	12.6148119386564	14.4147775589	12.6834301696981
FBgn0263445	asRNA:CR43468	2R	12875164	12877280	+	ncRNA	1.81015905360729	-0.321791223269428	13.4907635558185	0.00898206841196057	0.0218293210520367	upregulated	0.0454406098637435	0.457195943972222	0.422057621395985	0.934430513974545	0.996766533328188	1.29801185947202
FBgn0032025	CG7778	2L	8346620	8351112	+	protein_coding	1.80964941357614	4.60156604326928	58.9130511720604	0.000169504126196801	0.00108750759935012	upregulated	7.67946306697266	15.0874661510833	9.61353470957522	35.8587709737732	38.8355576254406	36.5668483839833
FBgn0036422	CG3868	3L	14400769	14402725	-	protein_coding	1.80759633841524	7.71859836040912	459.841135611295	2.70465221618462e-07	1.64553499607414e-05	upregulated	85.0648216649279	103.741916014061	95.0098601053629	321.405162202495	326.249353793188	322.203629574084
FBgn0038051	CG17207	3R	12437817	12439139	-	protein_coding	1.80730992447804	-0.586833129569561	24.1490950136076	0.0021096156517545	0.00699373510804557	upregulated	0.136321829591231	0.24937960580303	0.375162330129765	0.817626699727727	0.690069138457976	1.11258159383316
FBgn0032387	CG16965	2L	11981591	11984380	+	protein_coding	1.80611782758216	0.685571038180861	43.6664946881551	0.000407878682563576	0.00204761600229291	upregulated	0.863371587411127	0.374069408704546	0.79721995152575	2.14140326119167	2.6069278563968	2.15099108141078
FBgn0039297	CG11852	3R	25237614	25238895	+	protein_coding	1.79801978520337	5.63014864513652	22.7292883134387	0.00247425123268121	0.00787348653775645	upregulated	15.8133322325828	37.1575612646515	13.6465297584702	73.7421413944912	72.38058518937	81.1813702966932
FBgn0039482	CG14258	3R	27093143	27094224	+	protein_coding	1.7976635460893	0.947012271343166	107.738437283777	2.70368014045587e-05	0.000307009617645827	upregulated	0.908812197274871	0.748138817409091	0.79721995152575	2.53074930868106	3.258659820496	2.55893766581628
FBgn0264341	CG43797	2L	4000018	4000806	+	protein_coding	1.79752745859015	0.301726358054114	56.8793046022154	0.000188142969128795	0.00116993897411797	upregulated	0.454406098637435	0.374069408704546	0.703429368993309	1.67418800420439	1.91685871793882	1.5947002844942
FBgn0262993	lncRNA:CR43301	3R	9338223	9339992	-	ncRNA	1.79701371438091	1.09262488105798	48.388114447877	0.000302754007291238	0.00166176689062793	upregulated	1.09057463672985	0.581885746873738	1.07859169912307	3.73772205589818	2.87528807690824	2.67019582519959
FBgn0259989	CG42486	2L	11843137	11844063	+	protein_coding	1.79323491992631	-0.214139472676072	45.3610726745129	0.000365342921801545	0.00189139945184664	upregulated	0.408965488773692	0.24937960580303	0.375162330129765	0.973365118723484	1.41847545127473	1.11258159383316
FBgn0264822	asRNA:CR44030	4	959675	962692	+	ncRNA	1.79297627709952	2.10328598134347	73.1611229841636	8.84920948388595e-05	0.00068416848486246	upregulated	2.4992335425059	1.6209674377197	1.54754461178528	6.30740596932818	5.40554158458748	7.4542966786822
FBgn0085294	CG34265	3L	3268461	3268994	+	protein_coding	1.78560344126556	0.292329214573718	32.0586767808002	0.00097852096773373	0.00389082900946631	upregulated	0.318084269046205	0.457195943972222	0.750324660259529	1.32377656146394	2.03187024101515	1.78013055013306
